x,y,elevation,occupancy,semantic_class,confidence,importance,resolution,point_count,region_id,semantic_source
-26.005449295043945,31.25728988647461,6.6808695793151855,1.0,unknown,0.0,0.4830175665238724,0.2,1,0,fallback
-24.56118392944336,29.479907035827637,4.04336142539978,1.0,unknown,0.0,0.6176310226830836,0.1,2,1,fallback
-25.032727813720705,31.410624694824218,1.9772790908813476,1.0,unknown,0.0,0.5772445204626308,0.1,10,2,fallback
-22.82749366760254,29.170964770846897,3.2703498668140836,1.0,unknown,0.0,0.5915985147328576,0.1,9,3,fallback
-22.868874277387345,31.086550167628697,1.6037639805248805,1.0,unknown,0.0,0.5408687841641029,0.1,14,4,fallback
-20.694095770517986,28.774152596791584,4.211357208235616,1.0,unknown,0.0,0.6297558109540318,0.1,12,5,fallback
-21.25862142774794,30.493634965684677,0.8693218436900578,1.0,unknown,0.0,0.5398001847689665,0.1,9,6,fallback
-20.77883529663086,74.52229309082031,5.410311222076416,1.0,unknown,0.0,0.37290521446144526,0.2,1,7,fallback
-18.48380470275879,27.96859359741211,4.711943626403809,1.0,unknown,0.0,0.5044264479251013,0.1,1,8,fallback
-18.691194025675454,28.579834111531575,2.393700474787814,1.0,unknown,0.0,0.6034864716369778,0.1,15,9,fallback
-19.13903045654297,30.227120399475098,0.8335615267618172,1.0,unknown,0.0,0.5696499314376514,0.1,6,10,fallback
-18.378469467163086,62.627723693847656,9.947559356689453,1.0,unknown,0.0,0.45251526426754496,0.2,2,11,fallback
-19.026390075683594,68.60798645019531,13.414660453796387,1.0,unknown,0.0,0.39140802000880204,0.2,1,12,fallback
-16.66039161682129,27.776320457458496,2.6463270624604776,1.0,unknown,0.0,0.5724105307069511,0.1,10,13,fallback
-16.90500511441912,29.062055247170584,1.8158764433049197,1.0,unknown,0.0,0.5763411256033424,0.1,28,14,fallback
-17.048789660135906,30.358727773030598,2.8242048819859824,1.0,unknown,0.0,0.5820692419337561,0.1,6,15,fallback
-16.364612579345703,48.711063385009766,3.5936264991760254,1.0,unknown,0.0,0.4508406208862572,0.2,1,16,fallback
-16.462689808436803,53.105272565569194,8.763570513044085,1.0,unknown,0.0,0.5246800619377023,0.1,7,17,fallback
-17.385411262512207,54.97258377075195,4.708779811859131,1.0,unknown,0.0,0.47147926762653347,0.2,2,18,fallback
-17.641135215759277,56.84898376464844,4.855909109115601,1.0,unknown,0.0,0.46503494637805276,0.2,2,19,fallback
-17.673283767700195,63.05332870483399,9.83076877593994,1.0,unknown,0.0,0.4982614561914873,0.2,5,20,fallback
-14.128142356872559,17.291975021362305,-1.0410394668579102,1.0,unknown,0.0,0.5380108123697617,0.1,1,21,fallback
-14.94877265481388,19.262823890237247,-0.23160746229490647,1.0,vehicle,0.0,0.7875872834758241,0.05,17,22,annotation
-14.52761697769165,20.068915367126465,-0.287055866632727,1.0,vehicle,0.0,0.786986106796775,0.05,2,23,annotation
-14.891753938463,22.42131339179145,-0.6246826648712158,1.0,unknown,0.0,0.5245795873091426,0.1,9,24,fallback
-14.827050654093425,27.113135401407877,4.201044511795044,1.0,unknown,0.0,0.5909739431235533,0.1,15,25,fallback
-15.012765526771545,29.075082619984943,1.8226293740178032,1.0,unknown,0.0,0.5830962135101528,0.1,24,26,fallback
-14.050337314605713,33.37504959106445,5.080137729644775,1.0,unknown,0.0,0.5408900345859167,0.1,2,27,fallback
-14.257161140441895,35.519891103108726,4.1794741948445635,1.0,unknown,0.0,0.5541055120763649,0.1,3,28,fallback
-14.633556365966797,37.70832443237305,3.7739343643188477,1.0,unknown,0.0,0.48365533249986936,0.2,1,29,fallback
-14.133156776428223,38.30973434448242,1.9045236110687256,1.0,unknown,0.0,0.4824992375774452,0.2,1,30,fallback
-14.736618518829346,44.89640712738037,7.489053130149841,1.0,unknown,0.0,0.5391220948656984,0.1,8,31,fallback
-15.885601043701172,53.50935363769531,7.1859681606292725,1.0,unknown,0.0,0.47468703006277957,0.2,2,32,fallback
-12.931636376814408,17.28974897211248,-1.0068643201481213,1.0,unknown,0.0,0.5411820162012402,0.1,11,33,fallback
-12.994815746943155,22.40642277399699,-0.6012243429819742,1.0,unknown,0.0,0.5277252676439235,0.1,12,34,fallback
-13.0791322072347,27.179936917622886,2.9796074133754398,1.0,unknown,0.0,0.5989056378060704,0.1,30,35,fallback
-13.159112001076723,28.762311250735554,1.4971734646600312,1.0,unknown,0.0,0.5825276429642797,0.1,39,36,fallback
-12.61814205463116,30.769009810227615,2.2164684442373424,1.0,unknown,0.0,0.5732321646851689,0.1,13,37,fallback
-13.733296871185303,33.38429069519043,3.791495680809021,1.0,unknown,0.0,0.5191319322756386,0.1,2,38,fallback
-13.016086769104003,34.664351272583005,1.9706509292125702,1.0,unknown,0.0,0.5647668539637052,0.1,10,39,fallback
-12.851908683776855,38.46929804484049,1.8920124371846516,1.0,unknown,0.0,0.48370627016578893,0.2,3,40,fallback
-12.279435157775879,40.34061813354492,1.966720700263977,1.0,unknown,0.0,0.4784956522774231,0.2,1,41,fallback
-10.056381361825126,7.744826861790249,2.30458927154541,1.0,unknown,0.0,0.5750818377902585,0.1,7,42,fallback
-10.186783163171066,9.097517942127428,2.1921751757985666,1.0,unknown,0.0,0.5963353820785462,0.1,38,43,fallback
-10.188434298221882,10.804610023131737,0.7993853141693902,1.0,unknown,0.0,0.6253926252370059,0.1,104,44,fallback
-10.413253466288248,12.809568246205648,-0.3349785202972271,1.0,unknown,0.0,0.6221214300104978,0.1,24,45,fallback
-11.748433113098145,14.111064910888672,2.5807900428771973,1.0,unknown,0.0,0.5499152425639334,0.1,1,46,fallback
-11.035776646931966,17.463706970214844,-0.9634639898935954,1.0,unknown,0.0,0.5436805358651718,0.1,15,47,fallback
-10.986695549704812,22.239687659523703,-0.5757870728319342,1.0,unknown,0.0,0.5309796866009181,0.1,11,48,fallback
-11.231932973861694,28.50795946121216,1.9506030922653737,1.0,unknown,0.0,0.6352533129005765,0.1,20,49,fallback
-11.376457405090331,31.13237609863281,3.4219758987426756,1.0,unknown,0.0,0.6097534747068577,0.1,5,50,fallback
-11.50320053100586,32.80999247233073,3.51924459139506,1.0,unknown,0.0,0.523587744682398,0.1,3,51,fallback
-11.723264694213867,34.88901329040527,2.136576235294342,1.0,unknown,0.0,0.5164259934598224,0.1,2,52,fallback
-11.824556350708008,38.05801773071289,1.8587311506271362,1.0,unknown,0.0,0.48544208257776933,0.2,1,53,fallback
-8.96546459197998,-4.605576753616333,-0.0464894101023674,1.0,unknown,0.0,0.5985111349690185,0.1,4,54,fallback
-8.191610874273838,-2.593246423281156,0.726838709881868,1.0,unknown,0.0,0.6130663115045966,0.1,117,55,fallback
-8.341477076834662,-0.9228633469072719,0.42503437845324166,1.0,unknown,0.0,0.6221243072067187,0.1,511,56,fallback
-9.190805508648907,1.0029357829855547,-0.22328386923962237,1.0,unknown,0.0,0.6444540260864172,0.1,675,57,fallback
-9.017515068534035,2.9207685990903363,-0.1417234941587171,1.0,unknown,0.0,0.6400900820783292,0.1,636,58,fallback
-9.086618193873653,4.906762131938228,0.04788893629766891,1.0,unknown,0.0,0.6382839396683561,0.1,432,59,fallback
-9.462646897742365,6.940674134081948,0.047670008681906045,1.0,unknown,0.0,0.6347360769172923,0.1,293,60,fallback
-9.63865083949581,8.788964636006932,-0.10315625097631895,1.0,unknown,0.0,0.6251236044396388,0.1,157,61,fallback
-9.139247197371263,10.98622021308312,-1.182328394972361,1.0,unknown,0.0,0.5798970417044543,0.1,26,62,fallback
-9.397049903869629,13.778789867054332,-1.1662513342770664,1.0,unknown,0.0,0.5557188124216292,0.1,11,63,fallback
-8.481943236456978,14.133914311726889,-1.1526101297802396,1.0,unknown,0.0,0.5559446475667063,0.1,9,64,fallback
-8.933597028255463,17.424090027809143,-0.9132813028991222,1.0,unknown,0.0,0.5469114525301864,0.1,16,65,fallback
-8.742543411254882,21.856769943237303,-0.5464371800422668,1.0,unknown,0.0,0.5347061227116681,0.1,10,66,fallback
-9.79584789276123,22.052777608235676,-0.5600486199061075,1.0,unknown,0.0,0.5327051198786747,0.1,3,67,fallback
-7.973114472169143,-2.6116288350178647,0.7697619655988232,1.0,unknown,0.0,0.6083977500304878,0.1,26,68,fallback
-7.943121910095215,-1.9921224117279053,0.38191547989845276,1.0,unknown,0.0,0.5804326306569569,0.1,1,69,fallback
-6.896407601237297,0.9595260332105682,-2.013175293058157,1.0,unknown,0.0,0.5863790174012927,0.1,160,70,fallback
-6.906894778552121,2.9534044918948656,-1.8546686376610848,1.0,unknown,0.0,0.5862542842662695,0.1,146,71,fallback
-6.851714624548858,4.864569731478421,-1.692437821964048,1.0,unknown,0.0,0.5831954809339815,0.1,106,72,fallback
-7.048395192848061,6.97315292538337,-0.8326506599420649,1.0,unknown,0.0,0.6413402218259682,0.1,106,73,fallback
-7.326833868026734,8.867056051890055,-0.8713037806245363,1.0,unknown,0.0,0.6259278837819766,0.1,60,74,fallback
-6.976030945777893,10.806425946099418,-1.3846578342573983,1.0,unknown,0.0,0.5696523951657873,0.1,28,75,fallback
-6.508158888135638,12.15834719794137,-1.2868194154330663,1.0,unknown,0.0,0.5639915189567918,0.1,14,76,fallback
-7.011639004661923,14.37397965930757,-1.1188861074901761,1.0,unknown,0.0,0.5577680273641976,0.1,21,77,fallback
-6.986110150814056,17.441211462020874,-0.8763506710529327,1.0,unknown,0.0,0.5492212665028865,0.1,16,78,fallback
-6.807099137987409,21.10377093723842,-0.13348640628282737,1.0,vehicle,0.0,0.8026685886006767,0.05,28,79,annotation
-7.222758769989014,50.854299545288086,4.792252540588379,1.0,vehicle,0.0,0.6930257189348316,0.1,2,80,annotation
-6.580564975738525,52.92673301696777,4.976075291633606,1.0,vehicle,0.0,0.6850249330135141,0.1,4,81,annotation
-4.707514584064484,-30.888011693954468,-3.6487723290920258,1.0,unknown,0.0,0.5120970423170647,0.1,8,82,fallback
-4.133908423510465,-2.4598887237635525,0.3222884830426086,1.0,vehicle,0.0,0.8628771938661323,0.05,44,83,annotation
-4.184520074299404,-1.4960547941071647,0.20148372969457082,1.0,vehicle,0.0,0.8516292525505537,0.05,28,84,annotation
-4.806887686585581,0.9777530461300019,-1.9325715796241547,1.0,unknown,0.0,0.5927564358063551,0.1,358,85,fallback
-4.866503786573223,2.9278265279882096,-1.8260730383442898,1.0,unknown,0.0,0.5900752948217645,0.1,255,86,fallback
-4.912075897742962,4.908635201947442,-1.714769354359857,1.0,unknown,0.0,0.5863269656196411,0.1,145,87,fallback
-4.962036800384522,6.911082625389099,-1.6043900534510613,1.0,unknown,0.0,0.5812139164577427,0.1,80,88,fallback
-4.813844108581543,8.83444797515869,-1.500040557384491,1.0,unknown,0.0,0.576727797287915,0.1,50,89,fallback
-4.95982586895978,10.661122851901585,-1.3744378222359552,1.0,unknown,0.0,0.5705978824849578,0.1,27,90,fallback
-4.969850006103516,12.489323272705079,-1.2550559997558595,1.0,unknown,0.0,0.5654070924666592,0.1,25,91,fallback
-4.976236776872114,14.56725805455988,-1.0770659988576716,1.0,unknown,0.0,0.559450583202518,0.1,22,92,fallback
-5.0353414747450085,17.348633766174316,-0.8427074684037102,1.0,unknown,0.0,0.5513946029246741,0.1,18,93,fallback
-5.121422421932221,21.027980852127076,-0.05318052462152991,1.0,vehicle,0.0,0.8045702796557023,0.05,40,94,annotation
-5.227404594421387,50.327579498291016,4.720691680908203,1.0,vehicle,0.0,0.6932050094615925,0.1,1,95,annotation
-5.8047285079956055,53.0035514831543,4.974667072296143,1.0,vehicle,0.0,0.6850386231432402,0.1,1,96,annotation
-5.1425275802612305,64.05685424804688,5.995535373687744,1.0,unknown,0.0,0.412211163459542,0.2,1,97,fallback
-2.9660251574082808,-30.730395230379973,-3.6057006012309682,1.0,unknown,0.0,0.51275431775602,0.1,11,98,fallback
-2.8609562601361955,-22.26810428074428,-3.1562838554382324,1.0,unknown,0.0,0.5393974592409913,0.1,14,99,fallback
-2.4483530861990794,-18.424218586512975,-3.05398052079337,1.0,unknown,0.0,0.5504962723763933,0.1,7,100,fallback
