region_id,x,y,distance,elevation,terrain_complexity,semantic_label,semantic_importance,dynamic_relevance,uncertainty,confidence,point_count,distance_score,base_importance,importance,resolution_m
14,-16.90500511441912,29.062055247170584,33.62115781926809,1.8158764433049197,0.4813639937409779,unknown,0.5,0.2,0.5,0.0,28,0.6637884218073191,0.5013411256033424,0.5763411256033424,0.1
15,-17.048789660135906,30.358727773030598,34.81829376739384,2.8242048819859824,0.5434941549062512,unknown,0.5,0.2,0.5,0.0,6,0.6518170623260616,0.5070692419337561,0.5820692419337561,0.1
16,-16.364612579345703,48.711063385009766,51.38645970458092,3.5936264991760254,0.0,unknown,0.5,0.2,0.5,0.0,1,0.4861354029541908,0.3758406208862572,0.4508406208862572,0.2
17,-16.462689808436803,53.105272565569194,55.59847237103016,8.763570513044085,0.5765031936719519,unknown,0.5,0.2,0.5,0.0,7,0.4440152762896984,0.4496800619377023,0.5246800619377023,0.1
18,-17.385411262512207,54.97258377075195,57.65620080441502,4.708779811859131,0.26298580026519025,unknown,0.5,0.2,0.5,0.0,2,0.42343799195584975,0.39647926762653346,0.47147926762653347,0.2
19,-17.641135215759277,56.84898376464844,59.52324425612203,4.855909109115601,0.25736452764279255,unknown,0.5,0.2,0.5,0.0,2,0.4047675574387797,0.39003494637805275,0.46503494637805276,0.2
20,-17.673283767700195,63.05332870483399,65.48333543653298,9.83076877593994,0.5980764166739087,unknown,0.5,0.2,0.5,0.0,5,0.34516664563467014,0.4232614561914873,0.4982614561914873,0.2
21,-14.128142356872559,17.291975021362305,22.329729210079428,-1.0410394668579102,0.0,unknown,0.5,0.2,0.5,0.0,1,0.7767027078992057,0.46301081236976166,0.5380108123697617,0.1
22,-14.94877265481388,19.262823890237247,24.382825679391757,-0.23160746229490647,0.10490507009332954,vehicle,1.0,0.8,0.5,0.0,17,0.7561717432060824,0.7125872834758241,0.7875872834758241,0.05
23,-14.52761697769165,20.068915367126465,24.775250131197453,-0.287055866632727,0.1087457146024497,vehicle,1.0,0.8,0.5,0.0,2,0.7522474986880254,0.7119861067967751,0.786986106796775,0.05
24,-14.891753938463,22.42131339179145,26.916159264959308,-0.6246826648712158,0.0021871006934701493,unknown,0.5,0.2,0.5,0.0,9,0.7308384073504068,0.44957958730914255,0.5245795873091426,0.1
25,-14.827050654093425,27.113135401407877,30.902484404884493,4.201044511795044,0.5245426422547126,unknown,0.5,0.2,0.5,0.0,15,0.690975155951155,0.5159739431235534,0.5909739431235533,0.1
26,-15.012765526771545,29.075082619984943,32.72221811125845,1.8226293740178032,0.5084191189595215,unknown,0.5,0.2,0.5,0.0,24,0.6727778188874155,0.5080962135101529,0.5830962135101528,0.1
27,-14.050337314605713,33.37504959106445,36.21195816108559,5.080137729644775,0.29683939379448937,unknown,0.5,0.2,0.5,0.0,2,0.6378804183891441,0.46589003458591666,0.5408900345859167,0.1
28,-14.257161140441895,35.519891103108726,38.274394936579064,4.1794741948445635,0.4261913125740146,unknown,0.5,0.2,0.5,0.0,3,0.6172560506342093,0.4791055120763649,0.5541055120763649,0.1
29,-14.633556365966797,37.70832443237305,40.44822250004355,3.7739343643188477,0.0,unknown,0.5,0.2,0.5,0.0,1,0.5955177749995645,0.40865533249986935,0.48365533249986936,0.2
30,-14.133156776428223,38.30973434448242,40.83358747418496,1.9045236110687256,0.0,unknown,0.5,0.2,0.5,0.0,1,0.5916641252581505,0.40749923757744516,0.4824992375774452,0.2
31,-14.736618518829346,44.89640712738037,47.25309829330765,7.489053130149841,0.5058759316374756,unknown,0.5,0.2,0.5,0.0,8,0.5274690170669235,0.4641220948656984,0.5391220948656984,0.1
32,-15.885601043701172,53.50935363769531,55.81758904900476,7.1859681606292725,0.2475986480652924,unknown,0.5,0.2,0.5,0.0,2,0.44182410950995243,0.39968703006277956,0.47468703006277957,0.2
33,-12.931636376814408,17.28974897211248,21.59079986709187,-1.0068643201481213,0.006362772016772114,unknown,0.5,0.2,0.5,0.0,11,0.7840920013290813,0.46618201620124017,0.5411820162012402,0.1
34,-12.994815746943155,22.40642277399699,25.90198868473409,-0.6012243429819742,0.0028748913208378533,unknown,0.5,0.2,0.5,0.0,12,0.7409801131526591,0.45272526764392346,0.5277252676439235,0.1
35,-13.0791322072347,27.179936917622886,30.16310113599534,2.9796074133754398,0.5626329414270433,unknown,0.5,0.2,0.5,0.0,30,0.6983689886400466,0.5239056378060705,0.5989056378060704,0.1
36,-13.159112001076723,28.762311250735554,31.62961866891649,1.4971734646600312,0.4827766598068618,unknown,0.5,0.2,0.5,0.0,39,0.6837038133108351,0.5075276429642798,0.5825276429642797,0.1
37,-12.61814205463116,30.769009810227615,33.25581864294931,2.2164684442373424,0.4533308040934453,unknown,0.5,0.2,0.5,0.0,13,0.6674418135705069,0.4982321646851689,0.5732321646851689,0.1
38,-13.733296871185303,33.38429069519043,36.09867460410543,3.791495680809021,0.1495197072530329,unknown,0.5,0.2,0.5,0.0,2,0.6390132539589457,0.4441319322756386,0.5191319322756386,0.1
39,-13.016086769104003,34.664351272583005,37.027500103704966,1.9706509292125702,0.47232902849880104,unknown,0.5,0.2,0.5,0.0,10,0.6297249989629503,0.4897668539637052,0.5647668539637052,0.1
40,-12.851908683776855,38.46929804484049,40.55932012347973,1.8920124371846516,0.0025615369081877664,unknown,0.5,0.2,0.5,0.0,3,0.5944067987652026,0.4087062701657889,0.48370627016578893,0.2
41,-12.279435157775879,40.34061813354492,42.168115907525625,1.966720700263977,0.0,unknown,0.5,0.2,0.5,0.0,1,0.5783188409247437,0.40349565227742307,0.4784956522774231,0.2
42,-10.056381361825126,7.744826861790249,12.693035460975109,2.30458927154541,0.05440629448789248,unknown,0.5,0.2,0.5,0.0,7,0.8730696453902489,0.5000818377902585,0.5750818377902585,0.1
43,-10.186783163171066,9.097517942127428,13.657795719690494,2.1921751757985666,0.21539179491745056,unknown,0.5,0.2,0.5,0.0,38,0.8634220428030951,0.5213353820785462,0.5963353820785462,0.1
44,-10.188434298221882,10.804610023131737,14.850716858156808,0.7993853141693902,0.43296517207650886,unknown,0.5,0.2,0.5,0.0,104,0.8514928314184319,0.5503926252370059,0.6253926252370059,0.1
45,-10.413253466288248,12.809568246205648,16.508206638134993,-0.3349785202972271,0.4443069994993517,unknown,0.5,0.2,0.5,0.0,24,0.8349179336186501,0.5471214300104978,0.6221214300104978,0.1
46,-11.748433113098145,14.111064910888672,18.361585812022188,2.5807900428771973,0.0,unknown,0.5,0.2,0.5,0.0,1,0.8163841418797781,0.4749152425639334,0.5499152425639334,0.1
47,-11.035776646931966,17.463706970214844,20.65839846993226,-0.9634639898935954,0.004371541833124799,unknown,0.5,0.2,0.5,0.0,15,0.7934160153006774,0.46868053586517183,0.5436805358651718,0.1
48,-10.986695549704812,22.239687659523703,24.805466863074244,-0.5757870728319342,0.0026405812676061078,unknown,0.5,0.2,0.5,0.0,11,0.7519453313692576,0.4559796866009181,0.5309796866009181,0.1
49,-11.231932973861694,28.50795946121216,30.640823601389005,1.9506030922653737,0.8145052246982899,unknown,0.5,0.2,0.5,0.0,20,0.69359176398611,0.5602533129005766,0.6352533129005765,0.1
50,-11.376457405090331,31.13237609863281,33.1458688924662,3.4219758987426756,0.6946072092283755,unknown,0.5,0.2,0.5,0.0,5,0.668541311075338,0.5347534747068577,0.6097534747068577,0.1
51,-11.50320053100586,32.80999247233073,34.7680777221136,3.51924459139506,0.15261318565825907,unknown,0.5,0.2,0.5,0.0,3,0.6523192227788639,0.448587744682398,0.523587744682398,0.1
52,-11.723264694213867,34.88901329040527,36.805953098224165,2.136576235294342,0.14562568502996612,unknown,0.5,0.2,0.5,0.0,2,0.6319404690177584,0.4414259934598224,0.5164259934598224,0.1
53,-11.824556350708008,38.05801773071289,39.85263914074356,1.8587311506271362,0.0,unknown,0.5,0.2,0.5,0.0,1,0.6014736085925644,0.4104420825777693,0.48544208257776933,0.2
54,-8.96546459197998,-4.605576753616333,10.079230753559417,-0.0464894101023674,0.15832551486464522,unknown,0.5,0.2,0.5,0.0,4,0.8992076924644058,0.5235111349690186,0.5985111349690185,0.1
55,-8.191610874273838,-2.593246423281156,8.592288154349918,0.726838709881868,0.2256211731176421,unknown,0.5,0.2,0.5,0.0,117,0.9140771184565009,0.5380663115045966,0.6130663115045966,0.1
56,-8.341477076834662,-0.9228633469072719,8.392372523930467,0.42503437845324166,0.28200949852340124,unknown,0.5,0.2,0.5,0.0,511,0.9160762747606953,0.5471243072067188,0.6221243072067187,0.1
57,-9.190805508648907,1.0029357829855547,9.245365654348342,-0.22328386923962237,0.44793415366308187,unknown,0.5,0.2,0.5,0.0,675,0.9075463434565165,0.5694540260864173,0.6444540260864172,0.1
58,-9.017515068534035,2.9207685990903363,9.478737638560869,-0.1417234941587171,0.4235086332934118,unknown,0.5,0.2,0.5,0.0,636,0.9052126236143914,0.5650900820783292,0.6400900820783292,0.1
59,-9.086618193873653,4.906762131938228,10.326807097097277,0.04788893629766891,0.4284290730643201,unknown,0.5,0.2,0.5,0.0,432,0.8967319290290272,0.5632839396683561,0.6382839396683561,0.1
60,-9.462646897742365,6.940674134081948,11.73518827061873,0.047670008681906045,0.4329442781943227,unknown,0.5,0.2,0.5,0.0,293,0.8826481172938128,0.5597360769172923,0.6347360769172923,0.1
61,-9.63865083949581,8.788964636006932,13.04413620669049,-0.10315625097631895,0.3950400870647356,unknown,0.5,0.2,0.5,0.0,157,0.8695586379330951,0.5501236044396388,0.6251236044396388,0.1
62,-9.139247197371263,10.98622021308312,14.290656874511214,-1.182328394972361,0.11846008218658671,unknown,0.5,0.2,0.5,0.0,26,0.8570934312548879,0.5048970417044544,0.5798970417044543,0.1
63,-9.397049903869629,13.778789867054332,16.678117312702152,-1.1662513342770664,0.0050210957315717335,unknown,0.5,0.2,0.5,0.0,11,0.8332188268729784,0.4807188124216292,0.5557188124216292,0.1
64,-8.481943236456978,14.133914311726889,16.483655384583738,-1.1526101297802396,0.002637424803050304,unknown,0.5,0.2,0.5,0.0,9,0.8351634461541626,0.48094464756670624,0.5559446475667063,0.1
65,-8.933597028255463,17.424090027809143,19.580808695262125,-0.9132813028991222,0.004359190773152053,unknown,0.5,0.2,0.5,0.0,16,0.8041919130473787,0.47191145253018635,0.5469114525301864,0.1
66,-8.742543411254882,21.856769943237303,23.540400541394316,-0.5464371800422668,0.002182162239006691,unknown,0.5,0.2,0.5,0.0,10,0.7645959945860569,0.45970612271166805,0.5347061227116681,0.1
67,-9.79584789276123,22.052777608235676,24.130553996467125,-0.5600486199061075,0.0006452124538409278,unknown,0.5,0.2,0.5,0.0,3,0.7586944600353287,0.45770511987867474,0.5327051198786747,0.1
68,-7.973114472169143,-2.6116288350178647,8.389943954414106,0.7697619655988232,0.1904505459582008,unknown,0.5,0.2,0.5,0.0,26,0.916100560455859,0.5333977500304878,0.6083977500304878,0.1
69,-7.943121910095215,-1.9921224117279053,8.18912311434767,0.38191547989845276,0.0,unknown,0.5,0.2,0.5,0.0,1,0.9181087688565233,0.505432630656957,0.5804326306569569,0.1
70,-6.896407601237297,0.9595260332105682,6.962839076900483,-2.013175293058157,0.015116897546628004,unknown,0.5,0.2,0.5,0.0,160,0.9303716092309952,0.5113790174012928,0.5863790174012927,0.1
71,-6.906894778552121,2.9534044918948656,7.511843553664794,-1.8546686376610848,0.025265432848425317,unknown,0.5,0.2,0.5,0.0,146,0.9248815644633521,0.5112542842662695,0.5862542842662695,0.1
72,-6.851714624548858,4.864569731478421,8.402977565641404,-1.692437821964048,0.022696090872704914,unknown,0.5,0.2,0.5,0.0,106,0.915970224343586,0.5081954809339816,0.5831954809339815,0.1
73,-7.048395192848061,6.97315292538337,9.91487450830046,-0.8326506599420649,0.4405656356724642,unknown,0.5,0.2,0.5,0.0,106,0.9008512549169954,0.5663402218259682,0.6413402218259682,0.1
74,-7.326833868026734,8.867056051890055,11.502485712098217,-0.8713037806245363,0.36956893945514246,unknown,0.5,0.2,0.5,0.0,60,0.8849751428790178,0.5509278837819767,0.6259278837819766,0.1
75,-6.976030945777893,10.806425946099418,12.862497793390734,-1.3846578342573983,0.02159925697306315,unknown,0.5,0.2,0.5,0.0,28,0.8713750220660926,0.49465239516578724,0.5696523951657873,0.1
76,-6.508158888135638,12.15834719794137,13.79063228060656,-1.2868194154330663,0.002422771990743,unknown,0.5,0.2,0.5,0.0,14,0.8620936771939344,0.48899151895679177,0.5639915189567918,0.1
77,-7.011639004661923,14.37397965930757,15.992947595045893,-1.1188861074901761,0.004979134328902001,unknown,0.5,0.2,0.5,0.0,21,0.8400705240495411,0.4827680273641976,0.5577680273641976,0.1
78,-6.986110150814056,17.441211462020874,18.78833660285645,-0.8763506710529327,0.003908508743039194,unknown,0.5,0.2,0.5,0.0,16,0.8121166339714355,0.4742212665028865,0.5492212665028865,0.1
79,-6.807099137987409,21.10377093723842,22.174439033396492,-0.13348640628282737,0.1612793713391076,vehicle,1.0,0.8,0.5,0.0,28,0.7782556096660351,0.7276685886006767,0.8026685886006767,0.05
80,-7.222758769989014,50.854299545288086,51.364657367603854,4.792252540588379,0.014131273584287318,vehicle,1.0,0.8,0.5,0.0,2,0.4863534263239615,0.6180257189348316,0.6930257189348316,0.1
81,-6.580564975738525,52.92673301696777,53.3342563766413,4.976075291633606,0.0001846809562537448,vehicle,1.0,0.8,0.5,0.0,4,0.466657436233587,0.6100249330135141,0.6850249330135141,0.1
82,-4.707514584064484,-30.888011693954468,31.244678906416173,-3.6487723290920258,0.005540526908754521,unknown,0.5,0.2,0.5,0.0,8,0.6875532109358382,0.43709704231706464,0.5120970423170647,0.1
83,-4.133908423510465,-2.4598887237635525,4.8104315177819394,0.3222884830426086,0.2153899227965217,vehicle,1.0,0.8,0.5,0.0,44,0.9518956848221806,0.7878771938661323,0.8628771938661323,0.05
84,-4.184520074299404,-1.4960547941071647,4.443915863198326,0.20148372969457082,0.13307333426765774,vehicle,1.0,0.8,0.5,0.0,28,0.9555608413680168,0.7766292525505537,0.8516292525505537,0.05
85,-4.806887686585581,0.9777530461300019,4.905320606307459,-1.9325715796241547,0.016482650835182817,unknown,0.5,0.2,0.5,0.0,358,0.9509467939369254,0.5177564358063551,0.5927564358063551,0.1
86,-4.866503786573223,2.9278265279882096,5.679350956114881,-1.8260730383442898,0.014088984600726943,unknown,0.5,0.2,0.5,0.0,255,0.9432064904388512,0.5150752948217645,0.5900752948217645,0.1
87,-4.912075897742962,4.908635201947442,6.944291840856412,-1.714769354359857,0.014398940948068858,unknown,0.5,0.2,0.5,0.0,145,0.9305570815914359,0.5113269656196412,0.5863269656196411,0.1
88,-4.962036800384522,6.911082625389099,8.507929963470865,-1.6043900534510613,0.011584708987702395,unknown,0.5,0.2,0.5,0.0,80,0.9149207003652914,0.5062139164577427,0.5812139164577427,0.1
89,-4.813844108581543,8.83444797515869,10.060843211555914,-1.500040557384491,0.012735512817218157,unknown,0.5,0.2,0.5,0.0,50,0.8993915678844409,0.5017277972879151,0.576727797287915,0.1
90,-4.95982586895978,10.661122851901585,11.758376295804656,-1.3744378222359552,0.005820075815811537,unknown,0.5,0.2,0.5,0.0,27,0.8824162370419535,0.4955978824849578,0.5705978824849578,0.1
91,-4.969850006103516,12.489323272705079,13.441822975076699,-1.2550559997558595,0.004883742612595289,unknown,0.5,0.2,0.5,0.0,25,0.865581770249233,0.4904070924666592,0.5654070924666592,0.1
92,-4.976236776872114,14.56725805455988,15.39376301258514,-1.0770659988576716,0.004212481601822761,unknown,0.5,0.2,0.5,0.0,22,0.8460623698741486,0.48445058320251794,0.559450583202518,0.1
93,-5.0353414747450085,17.348633766174316,18.064599561577083,-0.8427074684037102,0.0039226773960360315,unknown,0.5,0.2,0.5,0.0,18,0.8193540043842291,0.4763946029246741,0.5513946029246741,0.1
94,-5.121422421932221,21.027980852127076,21.64266495469754,-0.05318052462152991,0.16332183013196647,vehicle,1.0,0.8,0.5,0.0,40,0.7835733504530246,0.7295702796557023,0.8045702796557023,0.05
95,-5.227404594421387,50.327579498291016,50.598330179469166,4.720691680908203,0.0,vehicle,1.0,0.8,0.5,0.0,1,0.49401669820530836,0.6182050094615925,0.6932050094615925,0.1
96,-5.8047285079956055,53.0035514831543,53.32045895225326,4.974667072296143,0.0,vehicle,1.0,0.8,0.5,0.0,1,0.4667954104774674,0.6100386231432402,0.6850386231432402,0.1
97,-5.1425275802612305,64.05685424804688,64.26294551348599,5.995535373687744,0.0,unknown,0.5,0.2,0.5,0.0,1,0.3573705448651401,0.337211163459542,0.412211163459542,0.2
98,-2.9660251574082808,-30.730395230379973,30.873200291672696,-3.6057006012309682,0.00249279087358724,unknown,0.5,0.2,0.5,0.0,11,0.691267997083273,0.43775431775602,0.51275431775602,0.1
99,-2.8609562601361955,-22.26810428074428,22.45113669684709,-3.1562838554382324,0.011672462210216556,unknown,0.5,0.2,0.5,0.0,14,0.7754886330315292,0.46439745924099124,0.5393974592409913,0.1
100,-2.4483530861990794,-18.424218586512975,18.586184744543747,-3.05398052079337,0.008365510733496966,unknown,0.5,0.2,0.5,0.0,7,0.8141381525545626,0.4754962723763933,0.5504962723763933,0.1
101,-2.8910125494003296,-17.663949012756348,17.89896779945833,-2.9407875537872314,0.0004299347369339991,unknown,0.5,0.2,0.5,0.0,2,0.8210103220054167,0.4763675868121651,0.5513675868121651,0.1
102,-2.223610043525696,-14.241520166397095,14.414067374463166,-2.7158769369125366,0.004788155829852982,unknown,0.5,0.2,0.5,0.0,4,0.8558593262553683,0.4874760212510884,0.5624760212510884,0.1
103,-2.3414409160614014,-8.762957572937012,9.070378767642538,-2.3745148181915283,0.0,unknown,0.5,0.2,0.5,0.0,1,0.9092962123235746,0.5027888636970724,0.5777888636970724,0.1
104,-2.0299859046936035,-7.787362098693848,8.047599097210805,-2.307654619216919,0.0,unknown,0.5,0.2,0.5,0.0,1,0.919524009027892,0.5058572027083676,0.5808572027083676,0.1
105,-2.0363610982894897,-5.123718023300171,5.513551750452496,-2.152978539466858,0.00013764227517162973,vehicle,1.0,0.8,0.5,0.0,2,0.944864482495475,0.7534799910899183,0.8284799910899182,0.05
106,-2.834718768484091,-2.358813875222922,3.687768077623665,-0.33911522317696213,0.2442960598773241,vehicle,1.0,0.8,0.5,0.0,1165,0.9631223192237633,0.7955811047487276,0.8705811047487275,0.05
107,-2.27936797229346,-0.7887769664265257,2.4119882785540714,-0.7486349116478935,0.1879481729827776,vehicle,1.0,0.8,0.5,0.0,2239,0.9758801172144593,0.7909562611117544,0.8659562611117544,0.05
108,-3.5327251382694125,1.0871917089672796,3.69623223223431,-1.8724571819518023,0.01263629376831118,unknown,0.5,0.2,0.5,0.0,314,0.9630376776776569,0.5208067473685438,0.5958067473685438,0.1
109,-3.252929529052543,3.006123956841735,4.4292586021680656,-1.7653171605077282,0.01700764369678921,unknown,0.5,0.2,0.5,0.0,319,0.9557074139783194,0.5192633707480142,0.5942633707480142,0.1
110,-2.920705727038493,4.838691243688569,5.651854111325227,-1.6462966786086104,0.013391860339371925,unknown,0.5,0.2,0.5,0.0,262,0.9434814588867477,0.5150532167169302,0.5900532167169301,0.1
111,-2.878150082060269,6.837657017367227,7.41871291950395,-1.5427064799836703,0.011455512424192212,unknown,0.5,0.2,0.5,0.0,112,0.9258128708049604,0.509462188105117,0.584462188105117,0.1
112,-3.0012705326080322,8.946335142309016,9.436341308389315,-1.444946937488787,0.0151329942812962,unknown,0.5,0.2,0.5,0.0,66,0.9056365869161068,0.5039609252170265,0.5789609252170265,0.1
113,-2.977806297938029,10.925625801086426,11.324161315232347,-1.3238757967948913,0.005147302749726242,unknown,0.5,0.2,0.5,0.0,30,0.8867583868476765,0.4967996114667618,0.5717996114667618,0.1
114,-2.9628682411634006,12.605449933272142,12.948975103641422,-1.20916492663897,0.004427424917096874,unknown,0.5,0.2,0.5,0.0,26,0.8705102489635858,0.4918171884266402,0.5668171884266402,0.1
115,-2.975201639262113,14.559733434156938,14.86060774221483,-1.0398000207814304,0.0038440767598420704,unknown,0.5,0.2,0.5,0.0,22,0.8513939225778517,0.4859947882873317,0.5609947882873317,0.1
116,-3.0237004505960563,17.088703456677887,17.354150807377742,-0.8096426129341125,0.0031844117294273005,unknown,0.5,0.2,0.5,0.0,19,0.8264584919262226,0.4784152093372808,0.5534152093372808,0.1
117,-2.916443188985189,19.92450735304091,20.13682284115246,-0.20758369589869594,0.1213526433177293,unknown,0.5,0.2,0.5,0.0,9,0.7986317715884754,0.487792427974202,0.562792427974202,0.1
118,-2.883093105422126,20.64869711134169,20.84900281189638,0.011194739027814649,0.1467665268842427,vehicle,1.0,0.8,0.5,0.0,36,0.7915099718810362,0.7294679705969472,0.8044679705969472,0.05
119,-2.1875386238098145,26.837013244628906,26.92602096714342,4.5109769416740164e-05,0.0,unknown,0.5,0.2,0.5,0.0,1,0.7307397903285657,0.44922193709856967,0.5242219370985697,0.1
120,-2.6682662963867188,59.91853713989258,59.97791875359731,9.8540620803833,0.0,unknown,0.5,0.2,0.5,0.0,1,0.40022081246402696,0.3500662437392081,0.4250662437392081,0.2
121,-1.4330291748046875,-43.6588134765625,43.6823255653487,-4.075645923614502,0.0,unknown,0.5,0.2,0.5,0.0,1,0.563176744346513,0.39895302330395394,0.47395302330395395,0.2
122,-1.3596237421035766,-35.600076293945314,35.62602993395165,-1.160588300228119,0.15408288127489603,unknown,0.5,0.2,0.5,0.0,5,0.6437397006604835,0.44623434238937937,0.5212343423893794,0.1
123,-1.4522327184677124,-30.895214716593426,30.929327057875007,-3.6118475198745728,0.0018184837379245278,unknown,0.5,0.2,0.5,0.0,6,0.6907067294212499,0.4374847913870637,0.5124847913870637,0.1
124,-1.4309405485788982,-23.309757232666016,23.353637256311764,-3.282648245493571,0.013199567657435811,unknown,0.5,0.2,0.5,0.0,9,0.7664636274368823,0.4619190233796801,0.5369190233796801,0.1
125,-1.5076040253043175,-18.166064739227295,18.22851551846477,-2.779444098472595,0.14118766649676992,unknown,0.5,0.2,0.5,0.0,4,0.8177148448153523,0.4964926034191212,0.5714926034191212,0.1
126,-0.9775253136952718,-17.70117696126302,17.728147719174267,-2.9127668539683023,0.0037579374341201,unknown,0.5,0.2,0.5,0.0,3,0.8227185228082573,0.47737924745759514,0.5523792474575951,0.1
127,-1.8227575540542602,-14.065141487121583,14.182758904867931,-2.672333002090454,0.0043212031489449475,unknown,0.5,0.2,0.5,0.0,5,0.8581724109513207,0.4880999037577379,0.5630999037577379,0.1
128,-1.2644639015197754,-13.950215021769205,14.007404046140804,-2.6400994459788003,0.006093486229469697,unknown,0.5,0.2,0.5,0.0,3,0.859925959538592,0.488891810795998,0.563891810795998,0.1
129,-1.300180108923661,-10.811168545170835,10.889069456465599,-2.4456177887163664,0.020343583456828955,unknown,0.5,0.2,0.5,0.0,38,0.8911093054353441,0.5003843291491276,0.5753843291491275,0.1
130,-1.315345754990211,-8.794832926530104,8.892649810981474,-2.3302054221813497,0.006218584803054525,unknown,0.5,0.2,0.5,0.0,26,0.9110735018901852,0.5042548382875137,0.5792548382875137,0.1
131,-1.417134605136446,-6.85961225280514,7.004466485601143,-0.9725413582530965,0.3859020782880408,vehicle,1.0,0.8,0.5,0.0,308,0.9299553351439885,0.8068719122864026,0.8818719122864026,0.05
132,-1.5564100096098092,-4.858707751880507,5.1019068137508485,-0.5674539417558762,0.31890317730973605,vehicle,1.0,0.8,0.5,0.0,714,0.9489809318624916,0.8025297561552078,0.8775297561552078,0.05
133,-1.844515497865493,-2.974210304511505,3.4997377555080336,-0.4618215277109665,0.23695509713708432,vehicle,1.0,0.8,0.5,0.0,1412,0.9650026224449196,0.7950440513040385,0.8700440513040385,0.05
134,-0.41622682292749213,-0.6758806040920642,0.7937627851645399,-0.3165441702118155,0.06772967478248731,unknown,0.5,0.2,0.5,0.0,1031,0.9920623721483546,0.5377781628618795,0.6127781628618795,0.1
135,-0.3099553777000506,0.5409264625516874,0.6234370650305154,-0.3333376336787779,0.03067810130484357,unknown,0.5,0.2,0.5,0.0,1287,0.9937656293496948,0.532731404000635,0.607731404000635,0.1
136,-1.6849764737215909,3.7738822286779232,4.132956906734728,-1.6733187892220236,0.0038617341081034827,unknown,0.5,0.2,0.5,0.0,55,0.9586704309326527,0.5181803893960113,0.5931803893960113,0.1
137,-0.9957116697629292,4.888136447906494,4.988518784434314,-1.6026359688440959,0.011696738930881058,unknown,0.5,0.2,0.5,0.0,375,0.9501148121556569,0.5167889544863293,0.5917889544863293,0.1
138,-1.0129460052321,6.9433127130780905,7.0168120283436055,-1.4977624314171927,0.011474378147252585,unknown,0.5,0.2,0.5,0.0,140,0.9298318797165639,0.5106707206370571,0.585670720637057,0.1
139,-0.9884688033395119,9.044005535744333,9.097862754831466,-1.3862467408180237,0.011538282036709044,unknown,0.5,0.2,0.5,0.0,74,0.9090213724516853,0.504437154041012,0.5794371540410119,0.1
