frame_id,map_cells_14sep,map_cells_15sep,cells_match,latency_14sep_equiv_ms,latency_15sep_ms
5991fad3280c4f84b331536c32001a04,533,533,True,2094.66,2019.3506
6d1d793b68b24165be5755a54054c82a,759,759,True,1250.26,1211.7909
b26e791522294bec90f86fd72226e35c,1132,1132,True,2144.73,2942.7401
dc4c80e8a1534ff8a3eb80307341161c,1257,1257,True,938.33,4224.2121
c844bf5a9f2243ff8f4bf2c85fe218ff,1059,1059,True,1097.12,4206.4673
5c85640c10d9485c86bf6eb44778c002,509,509,True,853.72,2969.3272
858a1ece22cf45d9bc71e42336604b78,1055,1055,True,1368.53,2903.0648
