frame_id,scene_category,condition,semantic_class,semantic_source,input_presence,map_presence,point_count,confidence,assigned_resolution,importance,object_or_region_id
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,29,NaN (non-ML source),0.1,0.59456,b26e791522294bec90f86fd72226e35c_r140
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,186,NaN (non-ML source),0.1,0.629263,b26e791522294bec90f86fd72226e35c_r141
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,9,NaN (non-ML source),0.05,0.83075,b26e791522294bec90f86fd72226e35c_r142
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,11,NaN (non-ML source),0.1,0.591519,b26e791522294bec90f86fd72226e35c_r143
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,20,NaN (non-ML source),0.05,0.843365,b26e791522294bec90f86fd72226e35c_r144
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,9,NaN (non-ML source),0.1,0.601227,b26e791522294bec90f86fd72226e35c_r145
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,44,NaN (non-ML source),0.05,0.850588,b26e791522294bec90f86fd72226e35c_r146
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,2,NaN (non-ML source),0.1,0.602604,b26e791522294bec90f86fd72226e35c_r147
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,3,NaN (non-ML source),0.1,0.599358,b26e791522294bec90f86fd72226e35c_r148
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,48,NaN (non-ML source),0.1,0.608858,b26e791522294bec90f86fd72226e35c_r149
b26e791522294bec90f86fd72226e35c,many_vehicles,original,vehicle,annotation,True,True,20,NaN (non-ML source),0.05,0.801729,b26e791522294bec90f86fd72226e35c_r150
b26e791522294bec90f86fd72226e35c,many_vehicles,original,vehicle,annotation,True,True,1,NaN (non-ML source),0.05,0.790366,b26e791522294bec90f86fd72226e35c_r151
b26e791522294bec90f86fd72226e35c,many_vehicles,original,vehicle,annotation,True,True,5,NaN (non-ML source),0.05,0.794244,b26e791522294bec90f86fd72226e35c_r152
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,1,NaN (non-ML source),0.05,0.766534,b26e791522294bec90f86fd72226e35c_r153
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,3,NaN (non-ML source),0.1,0.607469,b26e791522294bec90f86fd72226e35c_r154
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,2,NaN (non-ML source),0.1,0.599604,b26e791522294bec90f86fd72226e35c_r155
b26e791522294bec90f86fd72226e35c,many_vehicles,original,static_manmade,annotation,True,True,5,NaN (non-ML source),0.1,0.598431,b26e791522294bec90f86fd72226e35c_r156
b26e791522294bec90f86fd72226e35c,many_vehicles,original,vehicle,annotation,True,True,14,NaN (non-ML source),0.05,0.804233,b26e791522294bec90f86fd72226e35c_r157
b26e791522294bec90f86fd72226e35c,many_vehicles,original,vehicle,annotation,True,True,12,NaN (non-ML source),0.05,0.790785,b26e791522294bec90f86fd72226e35c_r158
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,1,NaN (non-ML source),0.05,0.765922,b26e791522294bec90f86fd72226e35c_r159
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,23,NaN (non-ML source),0.05,0.838245,b26e791522294bec90f86fd72226e35c_r160
b26e791522294bec90f86fd72226e35c,many_vehicles,original,vehicle,annotation,True,True,1,NaN (non-ML source),0.05,0.790566,b26e791522294bec90f86fd72226e35c_r161
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,9,NaN (non-ML source),0.05,0.820664,b26e791522294bec90f86fd72226e35c_r162
b26e791522294bec90f86fd72226e35c,many_vehicles,original,pedestrian_vru,annotation,True,True,5,NaN (non-ML source),0.05,0.816812,b26e791522294bec90f86fd72226e35c_r163
