object_or_region_id,frame_id,condition,semantic_class,semantic_source,input_presence,map_presence,point_count,confidence,assigned_resolution,importance
b26e791522294bec90f86fd72226e35c_r889,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.709409508477589
b26e791522294bec90f86fd72226e35c_r890,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.7094883542062458
b26e791522294bec90f86fd72226e35c_r891,b26e791522294bec90f86fd72226e35c,dropout_5pct,static_manmade,annotation,True,True,4,,0.1,0.5256318171530825
b26e791522294bec90f86fd72226e35c_r892,b26e791522294bec90f86fd72226e35c,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5270548058449713
b26e791522294bec90f86fd72226e35c_r893,b26e791522294bec90f86fd72226e35c,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5275294088423419
b26e791522294bec90f86fd72226e35c_r895,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,3,,0.1,0.7339025393932502
b26e791522294bec90f86fd72226e35c_r903,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.7191198907164773
b26e791522294bec90f86fd72226e35c_r909,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,5,,0.1,0.7299871504588409
b26e791522294bec90f86fd72226e35c_r920,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,2,,0.1,0.7137119357049461
b26e791522294bec90f86fd72226e35c_r935,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,4,,0.1,0.7241071715674966
b26e791522294bec90f86fd72226e35c_r936,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,4,,0.1,0.7225057981803777
b26e791522294bec90f86fd72226e35c_r937,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.6916774096608967
b26e791522294bec90f86fd72226e35c_r944,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.6843149595758967
b26e791522294bec90f86fd72226e35c_r957,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.6895435581622514
b26e791522294bec90f86fd72226e35c_r974,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.679559519736944
b26e791522294bec90f86fd72226e35c_r975,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,2,,0.1,0.676236871508459
b26e791522294bec90f86fd72226e35c_r993,b26e791522294bec90f86fd72226e35c,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.6720444295182133
b26e791522294bec90f86fd72226e35c_r9,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.1,0.6918397190600727
b26e791522294bec90f86fd72226e35c_r12,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,2,,0.1,0.6925073943868989
b26e791522294bec90f86fd72226e35c_r32,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,3,,0.05,0.7556011191712042
b26e791522294bec90f86fd72226e35c_r87,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.1,0.7292091823955074
b26e791522294bec90f86fd72226e35c_r107,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5104850625911564
b26e791522294bec90f86fd72226e35c_r108,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,7,,0.1,0.7431031453218007
b26e791522294bec90f86fd72226e35c_r109,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.1,0.7236713500022351
b26e791522294bec90f86fd72226e35c_r123,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.7220774563296162
b26e791522294bec90f86fd72226e35c_r138,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.2,0.491600835138795
b26e791522294bec90f86fd72226e35c_r156,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.2,0.49593753221699105
b26e791522294bec90f86fd72226e35c_r157,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5006790473795718
b26e791522294bec90f86fd72226e35c_r176,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.5047995842182024
b26e791522294bec90f86fd72226e35c_r177,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5077778489812986
b26e791522294bec90f86fd72226e35c_r203,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,4,,0.1,0.5123703884616416
b26e791522294bec90f86fd72226e35c_r204,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5155356038225731
b26e791522294bec90f86fd72226e35c_r232,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,7,,0.1,0.5276991867396593
b26e791522294bec90f86fd72226e35c_r256,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5596090471488657
b26e791522294bec90f86fd72226e35c_r265,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.531603301671728
b26e791522294bec90f86fd72226e35c_r294,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,4,,0.1,0.5350582326757269
b26e791522294bec90f86fd72226e35c_r295,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5389615491498534
b26e791522294bec90f86fd72226e35c_r310,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,13,,0.05,0.8497295305676867
b26e791522294bec90f86fd72226e35c_r321,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,6,,0.1,0.5430817544051639
b26e791522294bec90f86fd72226e35c_r322,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5460867617855193
b26e791522294bec90f86fd72226e35c_r355,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5448973048561756
b26e791522294bec90f86fd72226e35c_r356,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5488559038916601
b26e791522294bec90f86fd72226e35c_r374,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,46,,0.05,0.8280722002334546
b26e791522294bec90f86fd72226e35c_r375,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,4,,0.05,0.8178893945119567
b26e791522294bec90f86fd72226e35c_r378,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.05,0.7666506452581942
b26e791522294bec90f86fd72226e35c_r379,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,6,,0.05,0.7676435910373229
b26e791522294bec90f86fd72226e35c_r388,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.1,0.7082713373187355
b26e791522294bec90f86fd72226e35c_r392,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5506619787501249
b26e791522294bec90f86fd72226e35c_r409,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,98,,0.05,0.8230704240889225
b26e791522294bec90f86fd72226e35c_r415,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,36,,0.05,0.7992970390830939
b26e791522294bec90f86fd72226e35c_r453,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,37,,0.05,0.7818775912381254
b26e791522294bec90f86fd72226e35c_r469,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5709271199028862
b26e791522294bec90f86fd72226e35c_r470,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,14,,0.1,0.5733522304104954
b26e791522294bec90f86fd72226e35c_r484,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,135,,0.1,0.6228341483869184
b26e791522294bec90f86fd72226e35c_r485,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,58,,0.1,0.6184437759674839
b26e791522294bec90f86fd72226e35c_r486,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.05,0.7682751086755035
b26e791522294bec90f86fd72226e35c_r502,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,9,,0.1,0.5758898291218356
b26e791522294bec90f86fd72226e35c_r503,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,17,,0.1,0.5790118134844805
b26e791522294bec90f86fd72226e35c_r517,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,265,,0.1,0.6274061688653954
b26e791522294bec90f86fd72226e35c_r518,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,278,,0.05,0.837371435589322
b26e791522294bec90f86fd72226e35c_r519,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,11,,0.05,0.822062444878897
b26e791522294bec90f86fd72226e35c_r520,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,10,,0.05,0.789966102839498
b26e791522294bec90f86fd72226e35c_r521,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,11,,0.05,0.7925887589633328
b26e791522294bec90f86fd72226e35c_r522,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,18,,0.05,0.7873465295995852
b26e791522294bec90f86fd72226e35c_r523,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,48,,0.05,0.7893433479026065
b26e791522294bec90f86fd72226e35c_r524,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.05,0.766360447934185
b26e791522294bec90f86fd72226e35c_r543,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5746828955759072
b26e791522294bec90f86fd72226e35c_r545,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,12,,0.1,0.5872622168928334
b26e791522294bec90f86fd72226e35c_r556,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,303,,0.1,0.6286576981869163
b26e791522294bec90f86fd72226e35c_r557,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,116,,0.1,0.626550126560973
b26e791522294bec90f86fd72226e35c_r558,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,50,,0.05,0.8289969737406263
b26e791522294bec90f86fd72226e35c_r559,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.05,0.7919978732684583
b26e791522294bec90f86fd72226e35c_r561,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,37,,0.05,0.7895375667607264
b26e791522294bec90f86fd72226e35c_r575,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,23,,0.1,0.5889400978529089
b26e791522294bec90f86fd72226e35c_r576,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,24,,0.1,0.5940664766859903
b26e791522294bec90f86fd72226e35c_r586,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,168,,0.1,0.6285351456263413
b26e791522294bec90f86fd72226e35c_r590,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,9,,0.05,0.8301802031828163
b26e791522294bec90f86fd72226e35c_r600,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,9,,0.1,0.5910005253320589
b26e791522294bec90f86fd72226e35c_r611,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,19,,0.05,0.8426591676901584
b26e791522294bec90f86fd72226e35c_r615,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,9,,0.1,0.6006515414962156
b26e791522294bec90f86fd72226e35c_r631,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,41,,0.05,0.8493540819427788
b26e791522294bec90f86fd72226e35c_r634,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.602598032768523
b26e791522294bec90f86fd72226e35c_r635,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.599300985021545
b26e791522294bec90f86fd72226e35c_r636,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,43,,0.1,0.60733510193516
b26e791522294bec90f86fd72226e35c_r637,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,20,,0.05,0.8011013712056072
b26e791522294bec90f86fd72226e35c_r638,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.05,0.7903658096470279
b26e791522294bec90f86fd72226e35c_r639,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,5,,0.05,0.7933633704200584
b26e791522294bec90f86fd72226e35c_r648,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.05,0.766533978421353
b26e791522294bec90f86fd72226e35c_r661,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.6071391427998433
b26e791522294bec90f86fd72226e35c_r662,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5995982881359684
b26e791522294bec90f86fd72226e35c_r663,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5984207938028879
b26e791522294bec90f86fd72226e35c_r664,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,10,,0.05,0.80305803584398
b26e791522294bec90f86fd72226e35c_r665,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,11,,0.05,0.7907845019701818
b26e791522294bec90f86fd72226e35c_r678,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.05,0.7659218448858202
b26e791522294bec90f86fd72226e35c_r685,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,20,,0.05,0.8364758555825178
b26e791522294bec90f86fd72226e35c_r686,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.05,0.7905664954610993
b26e791522294bec90f86fd72226e35c_r714,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,7,,0.05,0.8208646344816536
b26e791522294bec90f86fd72226e35c_r715,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,5,,0.05,0.8163110094062027
b26e791522294bec90f86fd72226e35c_r737,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,2,,0.05,0.7886630633838764
b26e791522294bec90f86fd72226e35c_r739,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,5,,0.05,0.8160980983984654
b26e791522294bec90f86fd72226e35c_r763,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,4,,0.05,0.7856156641820122
b26e791522294bec90f86fd72226e35c_r764,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.05,0.7776781665160164
b26e791522294bec90f86fd72226e35c_r765,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,3,,0.05,0.7913758255957623
b26e791522294bec90f86fd72226e35c_r824,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,5,,0.1,0.7370265396756825
b26e791522294bec90f86fd72226e35c_r831,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.7361856870413289
b26e791522294bec90f86fd72226e35c_r839,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5220103593090595
b26e791522294bec90f86fd72226e35c_r841,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.1,0.7354371751789512
b26e791522294bec90f86fd72226e35c_r844,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.7398875161273667
b26e791522294bec90f86fd72226e35c_r852,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,3,,0.1,0.7142441093079851
b26e791522294bec90f86fd72226e35c_r853,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5193755383626271
b26e791522294bec90f86fd72226e35c_r862,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.1,0.7074524642909454
b26e791522294bec90f86fd72226e35c_r863,b26e791522294bec90f86fd72226e35c,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.1,0.7409043791371956
b26e791522294bec90f86fd72226e35c_r864,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.59895929378532
b26e791522294bec90f86fd72226e35c_r865,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5297624877593569
b26e791522294bec90f86fd72226e35c_r866,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,4,,0.1,0.5310700283316953
b26e791522294bec90f86fd72226e35c_r867,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.5328951662074258
b26e791522294bec90f86fd72226e35c_r868,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5319335868977719
b26e791522294bec90f86fd72226e35c_r875,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.709409508477589
b26e791522294bec90f86fd72226e35c_r876,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.7094883542062458
b26e791522294bec90f86fd72226e35c_r877,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,4,,0.1,0.525572370659239
b26e791522294bec90f86fd72226e35c_r878,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5270548058449713
b26e791522294bec90f86fd72226e35c_r879,b26e791522294bec90f86fd72226e35c,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5275294088423419
b26e791522294bec90f86fd72226e35c_r881,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,3,,0.1,0.7328472479540946
b26e791522294bec90f86fd72226e35c_r894,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,4,,0.1,0.7292360934890411
b26e791522294bec90f86fd72226e35c_r905,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.1,0.7123934557666585
b26e791522294bec90f86fd72226e35c_r920,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,3,,0.1,0.7240718614845665
b26e791522294bec90f86fd72226e35c_r921,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,4,,0.1,0.7201532971024932
b26e791522294bec90f86fd72226e35c_r922,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.6916774096608967
b26e791522294bec90f86fd72226e35c_r929,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.6843149595758967
b26e791522294bec90f86fd72226e35c_r942,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.6895435581622514
b26e791522294bec90f86fd72226e35c_r959,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,2,,0.1,0.6762116748261553
b26e791522294bec90f86fd72226e35c_r977,b26e791522294bec90f86fd72226e35c,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.6720444295182133
b26e791522294bec90f86fd72226e35c_r9,b26e791522294bec90f86fd72226e35c,dropout_20pct,pedestrian_vru,annotation,True,True,1,,0.1,0.6918397190600727
b26e791522294bec90f86fd72226e35c_r12,b26e791522294bec90f86fd72226e35c,dropout_20pct,pedestrian_vru,annotation,True,True,1,,0.1,0.6917969571736136
b26e791522294bec90f86fd72226e35c_r14,b26e791522294bec90f86fd72226e35c,dropout_20pct,pedestrian_vru,annotation,True,True,1,,0.1,0.7100774705215132
b26e791522294bec90f86fd72226e35c_r31,b26e791522294bec90f86fd72226e35c,dropout_20pct,pedestrian_vru,annotation,True,True,2,,0.05,0.756443527438264
b26e791522294bec90f86fd72226e35c_r82,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,2,,0.1,0.7292091823955074
b26e791522294bec90f86fd72226e35c_r100,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,1,,0.1,0.5104850625911564
b26e791522294bec90f86fd72226e35c_r101,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,6,,0.1,0.744414556829279
b26e791522294bec90f86fd72226e35c_r102,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,2,,0.1,0.7236713500022351
b26e791522294bec90f86fd72226e35c_r113,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,1,,0.1,0.7220774563296162
b26e791522294bec90f86fd72226e35c_r126,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,1,,0.2,0.491600835138795
b26e791522294bec90f86fd72226e35c_r143,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,2,,0.2,0.49593753221699105
b26e791522294bec90f86fd72226e35c_r144,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,1,,0.1,0.5006790473795718
b26e791522294bec90f86fd72226e35c_r163,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,3,,0.1,0.5047995842182024
b26e791522294bec90f86fd72226e35c_r164,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,1,,0.1,0.5077778489812986
b26e791522294bec90f86fd72226e35c_r189,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,4,,0.1,0.5123703884616416
b26e791522294bec90f86fd72226e35c_r190,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,1,,0.1,0.5155356038225731
b26e791522294bec90f86fd72226e35c_r218,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,7,,0.1,0.5276991867396593
b26e791522294bec90f86fd72226e35c_r242,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,2,,0.1,0.5596090471488657
b26e791522294bec90f86fd72226e35c_r250,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,2,,0.1,0.531603301671728
b26e791522294bec90f86fd72226e35c_r278,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,3,,0.1,0.5352774588492107
b26e791522294bec90f86fd72226e35c_r279,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,1,,0.1,0.5383812396937393
b26e791522294bec90f86fd72226e35c_r294,b26e791522294bec90f86fd72226e35c,dropout_20pct,pedestrian_vru,annotation,True,True,13,,0.05,0.8497295305676867
b26e791522294bec90f86fd72226e35c_r304,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,6,,0.1,0.5430817544051639
b26e791522294bec90f86fd72226e35c_r305,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,2,,0.1,0.5460867617855193
b26e791522294bec90f86fd72226e35c_r338,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,5,,0.1,0.5488559038916601
b26e791522294bec90f86fd72226e35c_r356,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,38,,0.05,0.8264295312976823
b26e791522294bec90f86fd72226e35c_r357,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,4,,0.05,0.8178893945119567
b26e791522294bec90f86fd72226e35c_r360,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,2,,0.05,0.7666506452581942
b26e791522294bec90f86fd72226e35c_r361,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,6,,0.05,0.7676435910373229
b26e791522294bec90f86fd72226e35c_r370,b26e791522294bec90f86fd72226e35c,dropout_20pct,pedestrian_vru,annotation,True,True,1,,0.1,0.7082713373187355
b26e791522294bec90f86fd72226e35c_r374,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,2,,0.1,0.5506619787501249
b26e791522294bec90f86fd72226e35c_r391,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,84,,0.05,0.8229163160350907
b26e791522294bec90f86fd72226e35c_r397,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,33,,0.05,0.8001349580479935
b26e791522294bec90f86fd72226e35c_r430,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,58,,0.1,0.6168608543312543
b26e791522294bec90f86fd72226e35c_r435,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,33,,0.05,0.7812877246174005
b26e791522294bec90f86fd72226e35c_r451,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,5,,0.1,0.5709271199028862
b26e791522294bec90f86fd72226e35c_r452,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,13,,0.1,0.5732539662372472
b26e791522294bec90f86fd72226e35c_r466,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,115,,0.1,0.6230113430880003
b26e791522294bec90f86fd72226e35c_r467,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,51,,0.1,0.6183879116854216
b26e791522294bec90f86fd72226e35c_r468,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,1,,0.05,0.7682751086755035
b26e791522294bec90f86fd72226e35c_r484,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,9,,0.1,0.5758898291218356
b26e791522294bec90f86fd72226e35c_r485,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,14,,0.1,0.5789344098088062
b26e791522294bec90f86fd72226e35c_r499,b26e791522294bec90f86fd72226e35c,dropout_20pct,static_manmade,annotation,True,True,236,,0.1,0.6274050272710405
b26e791522294bec90f86fd72226e35c_r500,b26e791522294bec90f86fd72226e35c,dropout_20pct,vehicle,annotation,True,True,247,,0.05,0.837407397613907
