object_or_region_id,frame_id,condition,semantic_class,semantic_source,input_presence,map_presence,point_count,confidence,assigned_resolution,importance
c844bf5a9f2243ff8f4bf2c85fe218ff_r251,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,8,,0.1,0.5471895625542726
c844bf5a9f2243ff8f4bf2c85fe218ff_r279,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,1,,0.1,0.6998716499594411
c844bf5a9f2243ff8f4bf2c85fe218ff_r281,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,14,,0.1,0.5508492282166982
c844bf5a9f2243ff8f4bf2c85fe218ff_r282,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5432352620796319
c844bf5a9f2243ff8f4bf2c85fe218ff_r297,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,12,,0.05,0.8471488286296937
c844bf5a9f2243ff8f4bf2c85fe218ff_r315,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,3,,0.1,0.543060989910732
c844bf5a9f2243ff8f4bf2c85fe218ff_r316,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,6,,0.1,0.5463131332380802
c844bf5a9f2243ff8f4bf2c85fe218ff_r370,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,2,,0.05,0.8127695576355217
c844bf5a9f2243ff8f4bf2c85fe218ff_r388,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,2,,0.1,0.557412454625679
c844bf5a9f2243ff8f4bf2c85fe218ff_r404,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,150,,0.05,0.8330265318742037
c844bf5a9f2243ff8f4bf2c85fe218ff_r429,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5581037219865457
c844bf5a9f2243ff8f4bf2c85fe218ff_r430,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,19,,0.1,0.5693971078556582
c844bf5a9f2243ff8f4bf2c85fe218ff_r450,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,19,,0.05,0.7778537286661388
c844bf5a9f2243ff8f4bf2c85fe218ff_r451,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,12,,0.05,0.7940806347643525
c844bf5a9f2243ff8f4bf2c85fe218ff_r466,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,3,,0.1,0.5640116030933359
c844bf5a9f2243ff8f4bf2c85fe218ff_r467,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,22,,0.1,0.5738075367427735
c844bf5a9f2243ff8f4bf2c85fe218ff_r481,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,145,,0.1,0.6254777949898368
c844bf5a9f2243ff8f4bf2c85fe218ff_r485,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,31,,0.05,0.7842319036581339
c844bf5a9f2243ff8f4bf2c85fe218ff_r486,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,32,,0.05,0.8164447543604831
c844bf5a9f2243ff8f4bf2c85fe218ff_r498,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,12,,0.1,0.5764596267075917
c844bf5a9f2243ff8f4bf2c85fe218ff_r499,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,15,,0.1,0.5800828556824978
c844bf5a9f2243ff8f4bf2c85fe218ff_r512,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,356,,0.1,0.6391291000286345
c844bf5a9f2243ff8f4bf2c85fe218ff_r514,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,25,,0.05,0.7855302368756611
c844bf5a9f2243ff8f4bf2c85fe218ff_r525,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,38,,0.1,0.5875760303761834
c844bf5a9f2243ff8f4bf2c85fe218ff_r526,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.579940120208226
c844bf5a9f2243ff8f4bf2c85fe218ff_r537,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,554,,0.1,0.6338976186538766
c844bf5a9f2243ff8f4bf2c85fe218ff_r538,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,336,,0.1,0.6396254804917658
c844bf5a9f2243ff8f4bf2c85fe218ff_r539,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,97,,0.05,0.8370511456493731
c844bf5a9f2243ff8f4bf2c85fe218ff_r540,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.05,0.8177605717858171
c844bf5a9f2243ff8f4bf2c85fe218ff_r541,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,37,,0.05,0.8006251541491963
c844bf5a9f2243ff8f4bf2c85fe218ff_r542,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,28,,0.05,0.797144407578331
c844bf5a9f2243ff8f4bf2c85fe218ff_r543,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,50,,0.05,0.8039986162170608
c844bf5a9f2243ff8f4bf2c85fe218ff_r557,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,14,,0.1,0.5889743240388566
c844bf5a9f2243ff8f4bf2c85fe218ff_r558,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,6,,0.1,0.5857126413711439
c844bf5a9f2243ff8f4bf2c85fe218ff_r567,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,353,,0.1,0.6324784904968278
c844bf5a9f2243ff8f4bf2c85fe218ff_r568,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,132,,0.1,0.631635376494578
c844bf5a9f2243ff8f4bf2c85fe218ff_r570,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,16,,0.05,0.8184094833177298
c844bf5a9f2243ff8f4bf2c85fe218ff_r573,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,10,,0.05,0.7990439209085873
c844bf5a9f2243ff8f4bf2c85fe218ff_r575,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,41,,0.05,0.7981939412304566
c844bf5a9f2243ff8f4bf2c85fe218ff_r576,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,41,,0.05,0.7972931435646258
c844bf5a9f2243ff8f4bf2c85fe218ff_r597,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,65,,0.1,0.6259404260077585
c844bf5a9f2243ff8f4bf2c85fe218ff_r600,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,9,,0.05,0.8373092275881836
c844bf5a9f2243ff8f4bf2c85fe218ff_r601,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,3,,0.1,0.603939043940923
c844bf5a9f2243ff8f4bf2c85fe218ff_r602,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,15,,0.05,0.7947476537693147
c844bf5a9f2243ff8f4bf2c85fe218ff_r623,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,40,,0.05,0.8487089565411949
c844bf5a9f2243ff8f4bf2c85fe218ff_r627,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,9,,0.1,0.6041056088398479
c844bf5a9f2243ff8f4bf2c85fe218ff_r628,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,9,,0.05,0.8068347313953597
c844bf5a9f2243ff8f4bf2c85fe218ff_r629,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.05,0.7999574799444545
c844bf5a9f2243ff8f4bf2c85fe218ff_r649,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,7,,0.1,0.6135632301891731
c844bf5a9f2243ff8f4bf2c85fe218ff_r650,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,11,,0.1,0.6041977224609523
c844bf5a9f2243ff8f4bf2c85fe218ff_r651,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,51,,0.1,0.6073525650286445
c844bf5a9f2243ff8f4bf2c85fe218ff_r652,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,26,,0.05,0.8026892090642702
c844bf5a9f2243ff8f4bf2c85fe218ff_r653,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,2,,0.05,0.8001702002869425
c844bf5a9f2243ff8f4bf2c85fe218ff_r654,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,16,,0.05,0.7969380891706459
c844bf5a9f2243ff8f4bf2c85fe218ff_r663,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,6,,0.05,0.8096296866234164
c844bf5a9f2243ff8f4bf2c85fe218ff_r670,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,10,,0.05,0.8285608802899975
c844bf5a9f2243ff8f4bf2c85fe218ff_r671,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.05,0.7971301626348846
c844bf5a9f2243ff8f4bf2c85fe218ff_r672,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,3,,0.05,0.7995400879212953
c844bf5a9f2243ff8f4bf2c85fe218ff_r673,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.05,0.787968206022415
c844bf5a9f2243ff8f4bf2c85fe218ff_r691,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,1,,0.05,0.7620329569234429
c844bf5a9f2243ff8f4bf2c85fe218ff_r699,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,21,,0.05,0.833296366374909
c844bf5a9f2243ff8f4bf2c85fe218ff_r700,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,2,,0.05,0.8116784190852799
c844bf5a9f2243ff8f4bf2c85fe218ff_r720,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,6,,0.05,0.7879459711516337
c844bf5a9f2243ff8f4bf2c85fe218ff_r724,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,4,,0.05,0.8167475739813378
c844bf5a9f2243ff8f4bf2c85fe218ff_r725,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,8,,0.05,0.8142813224259406
c844bf5a9f2243ff8f4bf2c85fe218ff_r791,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,2,,0.1,0.732447174136089
c844bf5a9f2243ff8f4bf2c85fe218ff_r792,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,4,,0.1,0.7327961784903916
c844bf5a9f2243ff8f4bf2c85fe218ff_r809,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,3,,0.1,0.709399080855023
c844bf5a9f2243ff8f4bf2c85fe218ff_r810,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5178569154836505
c844bf5a9f2243ff8f4bf2c85fe218ff_r811,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,2,,0.1,0.7323721235182228
c844bf5a9f2243ff8f4bf2c85fe218ff_r816,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5154945011500939
c844bf5a9f2243ff8f4bf2c85fe218ff_r829,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5313781514105514
c844bf5a9f2243ff8f4bf2c85fe218ff_r831,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,pedestrian_vru,annotation,True,True,1,,0.1,0.6701859817552812
c844bf5a9f2243ff8f4bf2c85fe218ff_r835,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.7006208826669438
c844bf5a9f2243ff8f4bf2c85fe218ff_r836,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,6,,0.1,0.5251549767146545
c844bf5a9f2243ff8f4bf2c85fe218ff_r838,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,6,,0.1,0.5296294538889463
c844bf5a9f2243ff8f4bf2c85fe218ff_r839,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,5,,0.1,0.5310149007490487
c844bf5a9f2243ff8f4bf2c85fe218ff_r840,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,6,,0.1,0.5422316268038405
c844bf5a9f2243ff8f4bf2c85fe218ff_r845,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,2,,0.1,0.5201242561560289
c844bf5a9f2243ff8f4bf2c85fe218ff_r849,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.6823687401185159
c844bf5a9f2243ff8f4bf2c85fe218ff_r854,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.7212584403830269
c844bf5a9f2243ff8f4bf2c85fe218ff_r855,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.719784875819326
c844bf5a9f2243ff8f4bf2c85fe218ff_r859,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,1,,0.1,0.6823035222921675
c844bf5a9f2243ff8f4bf2c85fe218ff_r862,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,2,,0.1,0.7163368111510324
c844bf5a9f2243ff8f4bf2c85fe218ff_r863,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,static_manmade,annotation,True,True,1,,0.1,0.5152437399628362
c844bf5a9f2243ff8f4bf2c85fe218ff_r864,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_5pct,vehicle,annotation,True,True,4,,0.1,0.7255203695831185
c844bf5a9f2243ff8f4bf2c85fe218ff_r21,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.2,0.42528106462400905
c844bf5a9f2243ff8f4bf2c85fe218ff_r57,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,6,,0.1,0.518835124216222
c844bf5a9f2243ff8f4bf2c85fe218ff_r58,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,6,,0.1,0.7406050381134928
c844bf5a9f2243ff8f4bf2c85fe218ff_r74,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,3,,0.1,0.7184120301088619
c844bf5a9f2243ff8f4bf2c85fe218ff_r75,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,1,,0.1,0.7188510512467792
c844bf5a9f2243ff8f4bf2c85fe218ff_r102,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.2,0.49188517907936496
c844bf5a9f2243ff8f4bf2c85fe218ff_r103,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,3,,0.2,0.4959750981341396
c844bf5a9f2243ff8f4bf2c85fe218ff_r115,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5002434862478126
c844bf5a9f2243ff8f4bf2c85fe218ff_r116,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5032375198178729
c844bf5a9f2243ff8f4bf2c85fe218ff_r137,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.5079976115718904
c844bf5a9f2243ff8f4bf2c85fe218ff_r138,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.511273656725854
c844bf5a9f2243ff8f4bf2c85fe218ff_r165,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5157569555767387
c844bf5a9f2243ff8f4bf2c85fe218ff_r186,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,4,,0.1,0.5224673054456518
c844bf5a9f2243ff8f4bf2c85fe218ff_r214,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5260911223568542
c844bf5a9f2243ff8f4bf2c85fe218ff_r215,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,4,,0.1,0.5295864137598641
c844bf5a9f2243ff8f4bf2c85fe218ff_r238,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5513263763132015
c844bf5a9f2243ff8f4bf2c85fe218ff_r246,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,8,,0.1,0.5441987050474286
c844bf5a9f2243ff8f4bf2c85fe218ff_r247,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,8,,0.1,0.5465906217290436
c844bf5a9f2243ff8f4bf2c85fe218ff_r275,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,pedestrian_vru,annotation,True,True,1,,0.1,0.6998716499594411
c844bf5a9f2243ff8f4bf2c85fe218ff_r277,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,14,,0.1,0.5502723608618286
c844bf5a9f2243ff8f4bf2c85fe218ff_r278,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5432352620796319
c844bf5a9f2243ff8f4bf2c85fe218ff_r293,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,pedestrian_vru,annotation,True,True,12,,0.05,0.8465199827248171
c844bf5a9f2243ff8f4bf2c85fe218ff_r311,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.5430333893198627
c844bf5a9f2243ff8f4bf2c85fe218ff_r312,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5460838953648869
c844bf5a9f2243ff8f4bf2c85fe218ff_r366,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,2,,0.05,0.8122917381889458
c844bf5a9f2243ff8f4bf2c85fe218ff_r384,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,2,,0.1,0.5574067819266576
c844bf5a9f2243ff8f4bf2c85fe218ff_r400,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,144,,0.05,0.8317519165832878
c844bf5a9f2243ff8f4bf2c85fe218ff_r401,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,67,,0.05,0.8285919684414655
c844bf5a9f2243ff8f4bf2c85fe218ff_r425,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.5581037219865457
c844bf5a9f2243ff8f4bf2c85fe218ff_r426,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,18,,0.1,0.5688406990958721
c844bf5a9f2243ff8f4bf2c85fe218ff_r446,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,19,,0.05,0.776626184761803
c844bf5a9f2243ff8f4bf2c85fe218ff_r447,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,12,,0.05,0.7917322734835911
c844bf5a9f2243ff8f4bf2c85fe218ff_r461,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.5640039907617547
c844bf5a9f2243ff8f4bf2c85fe218ff_r462,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,20,,0.1,0.5734535291587679
c844bf5a9f2243ff8f4bf2c85fe218ff_r476,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,133,,0.1,0.625022017494172
c844bf5a9f2243ff8f4bf2c85fe218ff_r480,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,31,,0.05,0.7829900042823437
c844bf5a9f2243ff8f4bf2c85fe218ff_r493,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,11,,0.1,0.5760074209380394
c844bf5a9f2243ff8f4bf2c85fe218ff_r494,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,14,,0.1,0.579408529488507
c844bf5a9f2243ff8f4bf2c85fe218ff_r507,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,343,,0.1,0.638025467413169
c844bf5a9f2243ff8f4bf2c85fe218ff_r509,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,24,,0.05,0.7845656692040585
c844bf5a9f2243ff8f4bf2c85fe218ff_r520,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,33,,0.1,0.5870658703735911
c844bf5a9f2243ff8f4bf2c85fe218ff_r521,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,1,,0.1,0.579940120208226
c844bf5a9f2243ff8f4bf2c85fe218ff_r532,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,525,,0.1,0.6333113271789209
c844bf5a9f2243ff8f4bf2c85fe218ff_r533,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,320,,0.1,0.6384845063397537
c844bf5a9f2243ff8f4bf2c85fe218ff_r534,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,92,,0.05,0.8363069677766004
c844bf5a9f2243ff8f4bf2c85fe218ff_r535,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,34,,0.05,0.8003595895364245
c844bf5a9f2243ff8f4bf2c85fe218ff_r536,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,28,,0.05,0.7960365977184602
c844bf5a9f2243ff8f4bf2c85fe218ff_r537,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,47,,0.05,0.8027859645020106
c844bf5a9f2243ff8f4bf2c85fe218ff_r551,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,14,,0.1,0.5883355980784983
c844bf5a9f2243ff8f4bf2c85fe218ff_r552,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,5,,0.1,0.5855435625986336
c844bf5a9f2243ff8f4bf2c85fe218ff_r561,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,341,,0.1,0.631919770658591
c844bf5a9f2243ff8f4bf2c85fe218ff_r562,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,121,,0.1,0.6310796158828631
c844bf5a9f2243ff8f4bf2c85fe218ff_r564,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,16,,0.05,0.8183939025728669
c844bf5a9f2243ff8f4bf2c85fe218ff_r567,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,9,,0.05,0.7987092458109156
c844bf5a9f2243ff8f4bf2c85fe218ff_r568,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,21,,0.05,0.8041712678915711
c844bf5a9f2243ff8f4bf2c85fe218ff_r569,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,41,,0.05,0.7972945169077847
c844bf5a9f2243ff8f4bf2c85fe218ff_r570,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,39,,0.05,0.7964776377612389
c844bf5a9f2243ff8f4bf2c85fe218ff_r591,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,63,,0.1,0.6255094024568896
c844bf5a9f2243ff8f4bf2c85fe218ff_r594,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,pedestrian_vru,annotation,True,True,9,,0.05,0.8369867858421719
c844bf5a9f2243ff8f4bf2c85fe218ff_r595,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,3,,0.1,0.6037041761725083
c844bf5a9f2243ff8f4bf2c85fe218ff_r596,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,14,,0.05,0.7944592192154863
c844bf5a9f2243ff8f4bf2c85fe218ff_r617,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,pedestrian_vru,annotation,True,True,38,,0.05,0.847864070623167
c844bf5a9f2243ff8f4bf2c85fe218ff_r621,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,static_manmade,annotation,True,True,9,,0.1,0.6038935108146544
c844bf5a9f2243ff8f4bf2c85fe218ff_r622,c844bf5a9f2243ff8f4bf2c85fe218ff,dropout_10pct,vehicle,annotation,True,True,9,,0.05,0.806505465734646
