condition,condition_type,condition_parameter,seed,input_points,processed_points,dropped_points,retained_ratio,degraded_points,map_cells,fine_cells,medium_cells,coarse_cells,res_20cm_cells,res_50cm_cells,average_resolution,spatial_coverage,mean_importance,mean_uncertainty,preprocessing_latency_ms,perception_latency_ms,feature_extraction_latency_ms,importance_latency_ms,resolution_latency_ms,mapping_latency_ms,total_latency_ms,fps,success,failure_reason,exception_type,stage_of_failure,file,frame_id,scene_category,timestamp,dropout_rate,sparsity_level,noise_level,scene_id
dropout_30pct,dropout,0.3,42,34619,24210,10409,0.699326959184263,24210,969,32,550,387,387,0,0.1382868937048504,21461.620491562906,0.5148119522062694,0.5,7.887599989771843,321.4719999814406,459.32540006469935,74.56549990456551,2.3082999978214502,96.52340004686266,885.2084000827745,1.1296774860094996,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,0.3,,,scene-0061
sparse_75pct,sparsity,0.75,42,34619,25964,8655,0.74999277853202,25964,989,34,554,401,401,0,0.13882709807886756,21573.26587212793,0.5155833171447102,0.5,6.349900038912892,440.3037999290973,433.1950000487268,43.559800018556416,1.4992998912930489,77.45340000838041,957.3021000251174,1.0446023256125336,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,,0.75,,scene-0061
sparse_50pct,sparsity,0.5,42,34619,17310,17309,0.50001444293596,17310,887,33,514,340,340,0,0.13647125140924465,21327.76847727946,0.5199934186162531,0.5,4.310499993152916,211.69989998452365,321.3939000852406,34.11569993477315,0.5126000614836812,74.67020000331104,612.0745000662282,1.6337880435989363,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,,0.5,,scene-0061
sparse_25pct,sparsity,0.25,42,34619,8655,25964,0.25000722146798,8655,716,33,442,241,241,0,0.13135474860335197,21327.76847727946,0.5268036984193258,0.5,1.7536000814288855,119.22939994838089,193.26680002268404,20.648599951528013,0.41099998634308577,52.82680003438145,367.07660008687526,2.7242270407956597,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,,0.25,,scene-0061
noise_low,noise,0.01,42,34619,34619,0,1.0,34619,1058,37,574,447,447,0,0.1405009451795841,21875.161598479866,0.5131156023180007,0.5,7.489899988286197,375.6715999916196,516.6084000375122,37.778600002638996,1.6611999599263072,97.5833999691531,997.3532999865711,1.0026537236237796,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,,,low,scene-0061
noise_medium,noise,0.03,42,34619,34619,0,1.0,34619,1055,35,577,443,443,0,0.1403317535545024,21868.762291786137,0.5131340723857827,0.5,8.064000052399933,378.2503999536857,551.1201999615878,34.523700014688075,0.6125000072643161,125.1862000208348,1062.6207999885082,0.9410694765346345,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,,,medium,scene-0061
noise_high,noise,0.05,42,34619,34619,0,1.0,34619,1056,38,574,444,444,0,0.14024621212121213,21862.360569359193,0.5136863526293004,0.5,9.282700018957257,447.541999979876,551.7028999747708,41.094399988651276,0.6126000080257654,81.698999973014,1090.226599946618,0.9172405076604846,True,,,,c844bf5a9f2243ff8f4bf2c85fe218ff_LIDAR_TOP_xyzi.npy,c844bf5a9f2243ff8f4bf2c85fe218ff,complex_static,1532402937698000.0,,,high,scene-0061
original,original,,42,34690,34690,0,1.0,34690,509,73,379,57,57,0,0.10402750491159136,6432.577677982985,0.5874286646715852,0.5,7.97110004350543,368.99939994327724,427.769000059925,18.775300006382167,0.7429000688716769,52.21599992364645,856.9554999703541,1.1669217363498974,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,,,scene-0655
dropout_5pct,dropout,0.05,42,34690,32936,1754,0.9494378783511098,32936,507,73,378,56,56,0,0.10384615384615385,6432.577677982985,0.5868938991581658,0.5,8.849799982272089,285.83230008371174,397.4814999382943,19.0621999790892,0.2826000563800335,35.985699971206486,728.1492999754846,1.3733447248162816,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,0.05,,,scene-0655
dropout_10pct,dropout,0.1,42,34690,31291,3399,0.9020178725857596,31291,503,72,378,53,53,0,0.10337972166998012,6432.577677982985,0.5876838520772287,0.5,6.970199989154935,281.2315000919625,394.37479991465807,23.47310003824532,0.7464999798685312,43.506699963472784,726.0831999592483,1.377252634486138,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,0.1,,,scene-0655
dropout_20pct,dropout,0.2,42,34690,27775,6915,0.8006630152781782,27775,497,71,374,52,52,0,0.10331991951710263,6366.182091440724,0.5885889715314813,0.5,6.383899948559701,242.50649998430163,347.74709993507713,23.189400089904666,0.7804000051692128,48.73429995495826,645.3717998228967,1.5494944158923902,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,0.2,,,scene-0655
dropout_30pct,dropout,0.3,42,34690,24259,10431,0.6993081579705968,24259,492,74,370,48,48,0,0.10223577235772358,6388.03390856192,0.5916407963801347,0.5,5.398800014518201,212.42009999696165,304.43229991942644,17.283400055021048,0.7194000063464046,45.156999956816435,567.4081998877227,1.7623996272839861,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,0.3,,,scene-0655
sparse_75pct,sparsity,0.75,42,34690,26018,8672,0.7500144133756126,26018,495,75,369,51,51,0,0.10272727272727274,5985.155016440193,0.5898124498303018,0.5,9.590599918738008,234.9415000062436,337.5826000701636,26.19620005134493,0.27790002059191465,48.50759997498244,630.6222999701276,1.585735233351833,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,0.75,,scene-0655
sparse_50pct,sparsity,0.5,42,34690,17345,17345,0.5,17345,472,72,353,47,47,0,0.10233050847457628,5988.773334437923,0.5887127690923324,0.5,3.243100014515221,157.9711000667885,405.52539995405823,66.43210002221167,5.221199942752719,75.60880004893988,642.3484000843018,1.5567875624330347,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,0.5,,scene-0655
sparse_25pct,sparsity,0.25,42,34690,8672,26018,0.24998558662438744,8672,426,60,320,46,46,0,0.10375586854460095,5553.934471456196,0.5867176707806696,0.5,1.7050999449566007,85.10410005692393,145.67469991743565,16.82080002501607,0.24149997625499964,35.73970007710159,268.22359999641776,3.7282327133531705,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,0.25,,scene-0655
noise_low,noise,0.01,42,34690,34690,0,1.0,34690,506,71,378,57,57,0,0.10424901185770752,6430.656278037685,0.5868198629090566,0.5,8.751899935305119,330.06800001021475,480.01609998755157,32.138300011865795,0.28659997042268515,65.42550004087389,884.2614999739453,1.1308871866856862,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,,low,scene-0655
noise_medium,noise,0.03,42,34690,34690,0,1.0,34690,506,72,377,57,57,0,0.10415019762845852,6426.771622156221,0.5865680429177159,0.5,13.224199996329844,380.96969993785024,505.68629999179393,47.14170005172491,1.2958000879734755,101.4071999816224,1001.2873999075964,0.9987142553599344,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,,medium,scene-0655
noise_high,noise,0.05,42,34690,34690,0,1.0,34690,513,72,383,58,58,0,0.10428849902534112,6423.08462821807,0.5863749387105026,0.5,11.235800106078386,301.83380004018545,488.12510003335774,20.858399919234216,1.0169000597670674,45.902099926024675,847.0968001056463,1.1805026295404306,True,,,,5c85640c10d9485c86bf6eb44778c002_LIDAR_TOP_xyzi.npy,5c85640c10d9485c86bf6eb44778c002,normal,1535385096399680.0,,,high,scene-0655
original,original,,42,34764,34764,0,1.0,34764,1055,68,700,287,287,0,0.12398104265402844,16759.14064391805,0.5429896141279448,0.5,11.47370005492121,452.807099907659,801.0867000557482,71.97539997287095,1.5916000120341778,87.09519996773452,1352.462699986063,0.7393919255668233,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,,,scene-0916
dropout_5pct,dropout,0.05,42,34764,33004,1760,0.9493729145092624,33004,1044,67,698,279,279,0,0.1235153256704981,16759.14064391805,0.5435695266181839,0.5,9.116599918343127,296.7979999957606,586.9578000856563,63.78929992206395,0.8370999712496996,101.06180002912879,993.9342000288889,1.006102818447071,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,0.05,,,scene-0916
dropout_10pct,dropout,0.1,42,34764,31357,3407,0.9019963180301461,31357,1035,70,691,274,274,0,0.12309178743961353,16759.861345788027,0.5448953781108312,0.5,9.16949997190386,325.3031999338418,650.7107000797987,43.45989995636046,1.5504000475630164,171.76220007240772,1156.945600057952,0.8643448749447765,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,0.1,,,scene-0916
dropout_20pct,dropout,0.2,42,34764,27836,6928,0.8007133816591877,27836,1012,68,681,263,263,0,0.12262845849802374,16759.861345788027,0.5458024877365527,0.5,9.83609992545098,312.27730005048215,516.0770999500528,46.95760004688054,1.562700024805963,99.25130009651184,937.4418000224978,1.0667328894188428,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,0.2,,,scene-0916
dropout_30pct,dropout,0.3,42,34764,24315,10449,0.6994304452882292,24315,985,66,666,253,253,0,0.12233502538071067,16759.861345788027,0.5467334594213757,0.5,9.492399985902011,312.1566999470815,739.0664999838918,66.69200002215803,1.6337999841198325,102.01040003448725,1162.7259999513626,0.8600478530985206,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,0.3,,,scene-0916
sparse_75pct,sparsity,0.75,42,34764,26073,8691,0.75,26073,978,64,680,234,234,0,0.12065439672801637,16755.36849952888,0.5469791635705858,0.5,6.935400073416531,220.36799998022616,541.5403000079095,41.754899895749986,1.6213000053539872,90.5973999761045,859.4411000376567,1.1635468677913874,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,0.75,,scene-0916
sparse_50pct,sparsity,0.5,42,34764,17382,17382,0.5,17382,887,49,636,202,202,0,0.12001127395715896,15863.500719304895,0.5472609494924978,0.5,3.7052000407129526,187.02360009774566,385.3788000997156,87.56989997345954,1.8995999125763774,84.23290005885065,660.3405002970248,1.5143702370976706,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,0.5,,scene-0916
sparse_25pct,sparsity,0.25,42,34764,8691,26073,0.25,8691,749,45,542,162,162,0,0.11862483311081441,15449.125302794273,0.5516318412551833,0.5,1.8544000340625644,90.2691000374034,317.140799947083,26.740800007246435,1.1152999941259623,71.70700002461672,480.9713000431657,2.079126134782373,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,0.25,,scene-0916
noise_low,noise,0.01,42,34764,34764,0,1.0,34764,1051,68,694,289,289,0,0.12426260704091344,16754.89607093839,0.5428653804236669,0.5,10.64959994982928,357.3213000781834,841.0430999938399,74.93030000478029,2.9103000415489078,183.74320003204048,1392.757200053893,0.7180002371994952,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,,low,scene-0916
noise_medium,noise,0.03,42,34764,34764,0,1.0,34764,1052,74,689,289,289,0,0.12395437262357417,16746.40839688295,0.5442714454061288,0.5,11.924599995836616,336.6668000817299,612.6088000601158,36.7547000059858,0.5997999105602503,87.66800002194941,1048.8682001596317,0.9534086359447315,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,,medium,scene-0916
noise_high,noise,0.05,42,34764,34764,0,1.0,34764,1049,73,694,282,282,0,0.12340324118207821,16737.92268536604,0.5445980007887621,0.5,8.12830007635057,364.505699952133,556.307699996978,41.41519998665899,0.6042999448254704,103.74699998646975,1032.6887000119314,0.9683460272088252,True,,,,858a1ece22cf45d9bc71e42336604b78_LIDAR_TOP_xyzi.npy,858a1ece22cf45d9bc71e42336604b78,difficult_geometry,1538984238948012.0,,,high,scene-0916
